YTID,Keywords
T7khbuOBHbo,Brass instrument;Trombone;Trumpet
T7rFcuQU_IE,Snort;Gasp;Animal
T856zY58BS8,Pulleys;Mechanisms
T8NpPX6sWqs,Speech;Camera
T8PeEchKKU4,"Speech;Crumpling, crinkling;Inside, small room"
T8U3ihbHh9A,Bass guitar;Guitar;Music;Musical instrument;Rock music;Plucked string instrument
T8cnEXIwjWA,"Wild animals;Speech;Animal;Outside, rural or natural"
T8ohX1UzM7Q,Rustle;Thunder
T9SfXoYuvpo,Crowd;Cheering;Children shouting
T9VMZwKmO4A,Drum and bass;Music;Dubstep
T9fk99yqwN4,"Wind instrument, woodwind instrument;Shofar"
T9g_TdQejv8,New-age music;Music;Speech
T9hK44Ki8_A,Music;Rock music;Rock and roll
TA3E0Sk4Rno,Steam whistle;Steam;Hiss
TA57n2roc6s,Car alarm
TAA7komOjaQ,Crow;Caw
TADHvdTZjzM,Music;Wedding music
TAaRroYeA94,"Speech;Crumpling, crinkling;Inside, small room"
TAgahC6ZeWM,"Canidae, dogs, wolves;Domestic animals, pets;Dog;Animal"
TAl6LU38u8M,Screaming;Squeal;Speech
TArWNq2retM,Organ;Hammond organ;Harpsichord;Keyboard (musical)
TBBXRQHKFcE,Silence;Music
TBCzIp_jBYg,Pig;Animal
TBHLEB_p3vE,"Wail, moan"
TBuTsPvEqak,Background music;Music
TC4mH6nACm8,Tabla;Percussion
TCY0MBNDiMQ,Punk rock
TCc4dnhyHvQ,Vehicle;Tire squeal;Car
TCkkCSz88FQ,Fart;Speech
TCr6p6z4WMw,Whip
TD0N9vZouDY,Music;Crack
TDBqWGhnoLM,"Bark;Domestic animals, pets;Dog;Animal"
TDIiZpixlJY,Sigh
TDOJwAV0g0o,Fusillade
TDTlOscWRBE,Wedding music
TDUu4XkkMho,"Music;Domestic animals, pets;Sheep;Bleat;Animal"
TEWYFkjH2jc,Music of Africa;Music;Ska
TEpHqjwIi5Y,Crowd;Battle cry
TEpdrOtRCmk,Crow;Caw;Speech;Animal
TFKkENSDDvU,Bass guitar;Music
TFYTvs7ctHg,Speech;Heavy engine (low frequency)
TFaUIs6HZEg,Music;Spray
TFl2cBk1rgo,Music;Yell
TG5UPwCDtWY,Guitar;Music;Musical instrument;Rock music;Progressive rock;Plucked string instrument
TGGf39A8M48,Buzzer;Speech
TGjH3bji5Ac,"Singing;Music;Bellow;Inside, large room or hall"
TGtl7C93Nnk,Tubular bells
TH6NZ9o-l_E,Video game music;Theme music;Music
THSUIAUoJOc,Sine wave
THfTLXBLpJE,Music;Ska
THpNZI3LkME,Insect;Cricket
THxnfos-CdA,Chop
THyp6cmUPxA,"Narration, monologue;Female speech, woman speaking;Music;Speech"
THzIRNWZ-jA,Music;Song
TIAj-fi_R7c,Brass instrument;Saxophone
TIBxwY_SGzo,"Heart sounds, heartbeat"
TIHXG1DtE1c,Crow;Caw;Speech;Animal
TIlkTUznZKk,Reversing beeps
TIn9cxfbpTY,"Tearing;Speech;Inside, small room"
TJHGcxFznd4,Clarinet
TJVwnfX26sc,"Bird flight, flapping wings"
TJrJev6Ec2o,"Singing;Chuckle, chortle"
TKTZWi0v23w,"Heart sounds, heartbeat;Heart murmur"
TKtNAJa-mbQ,"Cat;Domestic animals, pets;Meow;Speech;Animal"
TL199fIBAuY,Snicker
TL69HIcUSxo,Wheeze;Breathing
TL8wHn0QHIc,Singing;Music;Opera
TLG9DheSh-c,Music;Drum machine;Synthesizer
TLMEsc_42Gw,Singing;Guitar;Music;Musical instrument;Ukulele;Plucked string instrument
TLTVY1PGBuE,Music;Salsa music
TLWULkJAdpw,"Railroad car, train wagon;Train whistle;Rail transport;Train"
TM6-g8twmY0,Pump (liquid)
TMnu08gzTU4,Groan;Speech
TN-fEvyvKR0,Radio;Noise;Speech
TNEhO9fIyl8,Clang
TNK2G4wY46g,"Boat, Water vehicle;Wind;Ship;Wind noise (microphone)"
TNeEwL5ha2w,Music;Thunk
TNgTqDYl3JQ,Singing;Vibraphone
TNySqAlo99M,Snoring
TO5qHEhH3Uc,Filing (rasp);Rub
TO6nBFGqHTw,"Neigh, whinny"
TO8KNt8rckw,Alarm
TO9JjqSVb4c,Toilet flush;Water
TOCBTZC2lKc,Dial tone;Speech
TOLhQoXsf5k,Tuning fork
TO_ygEamE3o,Chopping (food)
TObYoD2pGb0,"Echo;Guitar;Music;Musical instrument;Speech;Plucked string instrument;Outside, urban or manmade"
TOc84Z-y8g8,Ringtone
TP1cBAI6qZ0,Gong
TPGgOyJVZDw,"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove"
TPdXGt_OH3A,"Music;Chink, clink;Speech;Inside, small room"
TPeU49574Go,Grunt;Sound effect
TPhWKe0kO1A,Music;Biting
TPuUSY0A7UQ,Pump (liquid);Water
TQLIDbgJpak,Drum;Music;Musical instrument;Orchestra;Percussion;Steelpan
TQmDD-yJFkk,Sniff
TRFZnqHVTig,"Wail, moan;Speech"
TRPe5pGbQUg,Music;Synthetic singing
TS-_O5atp04,"Thump, thud;Speech"
TS-ep4lVq_4,Music;Mandolin
TS4_Nqzihbk,"Whip;Whoosh, swoosh, swish"
TSPyYlvFa0s,Music;Drum machine
TSl5LrM6LcQ,Echo;Effects unit;Music;Chorus effect;Plucked string instrument
TSoOxEM47_E,Jackhammer
TT28Hu510zM,"Music;Whoop;Inside, large room or hall"
TTB9zqZQXRY,Tap
TTLVlIcF-Tg,Echo;Effects unit;Music
TTrVQKrZrQg,Jingle bell
TTrwxO48knw,Music;Speech;Steelpan
TUCeonlUtR0,Plop;Speech
TUDsspiNPes,"Radio;Vehicle;Speech;Outside, urban or manmade"
TUPaqN8fVCY,Whistle
TV3Wpe0LpRc,Helicopter
TVBgtfKJvAk,"Splash, splatter;Speech;Child speech, kid speaking"
TVNbeloInk4,Sheep;Bleat
TVRvWxECzqI,Music;Tap
TVx2FxkkzUA,Organ;Hammond organ
TVzwdVlBY0s,Camera
TWDytzefXXc,"Accelerating, revving, vroom;Vehicle;Car;Medium engine (mid frequency)"
TWFAQqdN9Dk,Writing;Speech
TWTsgG7EOmk,"Crying, sobbing;Speech;Baby cry, infant cry"
TWV3YLscSaw,Folk music;Music
TWcbU5_9jao,"Purr;Domestic animals, pets"
TWdJ6p1ZFSA,Jingle bell
TWgMeMM_i4U,Music;Quack
TWnrcjA6VTk,Accordion
TWtdl7dk5Ak,"Splash, splatter;Water"
TX1ULjwUn5Q,Fusillade
TXKODIvIqGI,"Bird flight, flapping wings"
TYFkiyNIDWU,Fowl;Honk;Goose
TYJiQ-03tBI,Fowl;Goose
TYoYRlICcZU,"Boat, Water vehicle;Waves, surf;Wind;Ocean;Sailboat, sailing ship;Wind noise (microphone)"
TYoYcfXH9U8,Scrape;Speech
TZ0oqh2iIdo,Throbbing
TZ8vo-GTOa0,"Singing;Music of Asia;Female speech, woman speaking;Music;Female singing"
TZG0cnju4wk,Telephone bell ringing
TZGDukKAVS8,Scratching (performance technique);Music
TZLjUYatNGo,Music;Harmonic
TZLnnULCTQQ,"Domestic animals, pets;Belly laugh;Speech;Dog;Animal"
TZnnPbMhGsU,Beatboxing;Music
T_6tLs-qVqU,Progressive rock
T_HaWPLxrSQ,Snake;Hiss
T_foQoCHQq8,"Jingle, tinkle"
T_gvrQjsAoQ,Clicking;Speech
Ta0GmXPnGWk,"Reverberation;Guitar;Music;Musical instrument;Plucked string instrument;Inside, small room"
Ta9OBhokq5Q,Fowl;Honk;Goose
TaBdyJ1J1hk,Lawn mower
TaamX_ehKnU,Fire;Wind
TabaOeYq2ek,Music;Reggae
Tadruc0Ytak,Music;Sidetone
TafsLvRXbDI,Whir
TaoySiaI-zQ,Engine knocking
Tb5FVrEeE50,Gurgling;Speech
TbDZszb3nNs,Singing;Music;Yell
TbLxlanClnM,Music;Television;Speech
TbkxG29_QNs,Singing;Music of Asia;Music
TcMhxCxiKzU,Effects unit;Electric guitar;Heavy metal;Music;Distortion
TcNmB3yybSA,Background music;Theme music;Music
Tc_k9lC9vL0,"Groan;Speech;Inside, small room"
TciMHHSlyyc,Theme music;Music
TcoRmHHHNgI,Music;Music for children;Speech
TcrKPgvkgKA,Sanding;Rub;Wood
TdDBJR2XKTA,"Explosion;Burst, pop"
TdJt7z2ibhk,Babbling;Speech
TdMn-iVWc40,"Music;Musical instrument;Marimba, xylophone;Vibraphone"
TdfZy3l5fSg,Music;Spray;Speech
TdvwUwpYYos,Music;Theremin
Te2jqQS76dQ,Music;Grunge
TeA1puWNGgw,"Boat, Water vehicle;Waves, surf;Wind;Ocean;Sailboat, sailing ship;Wind noise (microphone)"
TeCyk6sZU0M,Tearing
TehjTZRy48o,Music;Drum machine
TfNLfYTmCTA,Drum and bass;Music
Tfc6184uCIk,"Wind instrument, woodwind instrument;Shofar"
TfcUrwe5wY4,Music;Musical instrument;Harmonic
Tfd2Fhr1HrQ,Keys jangling
Tfg9HjhpVlY,"Burping, eructation"
Tg5Bt6KSrag,Flamenco
Tg6Kexjc9vc,Oink
TgIj5W4AdMs,Fart;Speech
TgL9EhwhoSE,Sampler;Music;Electronica
TgOr_C6xP6U,Wood block;Percussion
TgQspLykHUM,Music;Ambient music
TgUKuk1wWWI,"Slosh;Speech;Outside, urban or manmade"
TgVOhw3bI30,Vibration;Motorcycle;Vehicle
TgZF6KBiBcQ,Change ringing (campanology);Church bell
TgdNaRJCshI,Jet engine;Squeal
TgdikCUWjek,Tick-tock;Speech
TgdjcC28d6o,Bouncing
Tggmwi-ecWA,Giggle;Speech
Th3mJWxUQ0w,Shout;Speech
ThF0NS3ejok,Applause
ThNxBNCE-As,Croak;Frog
ThYnNuVDTTk,"Smoke detector, smoke alarm"
ThdvaONJxCg,Vacuum cleaner
Ti4VKW1JhLc,Computer keyboard;Typing;Speech
Ti7pQYnL6Zk,Gong
TiDdR-6bIcY,Singing;Music of Asia
TiFboW8mqd4,"Bird;Whistling;Bird vocalization, bird call, bird song;Chirp, tweet"
TiOBlG-R1Y4,Music;Angry music
TiXRXE71Rwc,"Music;Steel guitar, slide guitar"
TiZXWRhsMX8,Croak;Frog
Tib9q48R1GQ,"Vehicle horn, car horn, honking;Speech;Outside, urban or manmade"
TioINDSHcps,"Domestic animals, pets;Howl;Yip;Dog;Animal;Whimper (dog)"
TjOx-hHvHI0,Tuning fork
TjeFw_pHpX0,"Cutlery, silverware"
Tk2VoEuEfVk,Music;Music of Latin America
TkHZdMJPwKc,New-age music;Bell;Music
TkVFNyHv60o,Mantra;Music
TkclVqlyKx4,"Bagpipes;Wind instrument, woodwind instrument"
TkkLNOxVjXA,Toilet flush;Water
TlEDi6zJom8,"Jingle, tinkle"
TlL45IWd0gk,Babbling;Speech
TlNCudch9qM,Conversation;Speech
TlOV3f5U6Ys,Music;Synthesizer
TlRlqiXvyCw,Synthesizer
TlYXytZ8kus,"Ratchet, pawl;Pulleys;Gears;Mechanisms"
TlZINTHudT0,"Knock;Speech;Inside, small room"
TlbhdpWbudw,Caw
Tloa2CbutoM,Lawn mower;Vehicle
TmYBGwKqsrA,Hoot;Owl
Tm_iwnX6hn0,"Vehicle horn, car horn, honking;Inside, small room"
TmcLCffv8Sc,Singing bowl
TmrLBAVfjHw,Music;Wedding music
TmwmAx5eWxc,Insect;Patter;Cricket
TnlAaFPpH0U,"Slam;Speech;Inside, large room or hall"
TnqqafJMXBU,Speech;Harmonic
ToLNufh5NBA,Gospel music;Music
TokHdpvX7Es,Singing;Music;Opera;Classical music;Choir
ToxWgj3_Zgw,Whir
TpCKwV4kHuU,Hoot;Owl
TpEmVQvrrtw,Jingle bell
TpFOD5O3Pk8,Car passing by
TpYdG5rqKnc,"Vehicle;Vehicle horn, car horn, honking"
TqIptTnXb20,Chant;Vocal music
TqRr8JTH-hM,"Motor vehicle (road);Air horn, truck horn;Truck;Vehicle"
TqZRErzrJPM,Rumble
Tr2qd4DjId8,Music;Strum
Tr58sD07MHU,Music;Bellow
Tr7pmnO3eHo,"Ice cream truck, ice cream van;Music;Speech;Child speech, kid speaking"
TrEo8J0j7_s,Cacophony;White noise
TrHn26CORVM,"Ratchet, pawl;Pulleys;Gears;Mechanisms"
TrP2a-k3g0o,Tuning fork
TrtetONKfvM,Singing;Hands;Clapping
Ts15mNCECTc,Music;Crack
TsTdffJ9LHg,Brass instrument;Saxophone
TszjUk3C6-A,Blender
Tt3BnoJw8ds,Independent music
TtSAMbur5F8,Music;Clatter
Tu7BtoQPd98,"Snoring;Speech;Inside, small room"
Tu7qBSgKyBU,"Boat, Water vehicle;Ship"
Tufk_m5bzNU,Whistle
Tuhso4n8pj4,Music;Rustling leaves;Speech
Tup4HidlGj4,Harp;Pizzicato
TvAqcCyIOno,"Bird;Bird vocalization, bird call, bird song;Chirp, tweet"
TvDcZ43OGww,Cowbell
TvXx8c2j2KA,Blender
TveGcg-tuZg,Siren;Civil defense siren
TvkwSM2RR4s,Rain;Raindrop
Tw-Zwd19wFI,Knock
Tw6Oxoz8Thc,Music;Soul music
TwYgQ7GXtfA,Music;Child singing
Tx158wQ8QqU,"Guitar;Music;Musical instrument;Steel guitar, slide guitar"
TxLVOPpE-3c,Motorcycle;Squeal;Vehicle
TxMWCaxBmnc,Sewing machine
TxWaRgpfg4c,Babbling
Txqa24Bxrs0,"Cat;Purr;Domestic animals, pets;Animal"
Txqu0u2R8Fo,Belly laugh
Txy6sNVeMYg,Radio;Noise;Speech
Ty82EdVePSc,Rumble
TyRZDt8ErFI,"Subway, metro, underground;Railroad car, train wagon;Rail transport;Train"
TybK4RTaJZM,"Dental drill, dentist's drill;Speech;Inside, small room"
Tz27xamu4P8,Buzzer
Tz4APOJpZr4,Scissors
Tz5LuXmoBsQ,"Heart sounds, heartbeat;Heart murmur"
TzSVnfQO36I,Speech;White noise
TzbvHCxjsZI,Gasp
TzigooFv7Dc,Reverberation;Crackle
Tzvc1Cqk4WM,Music;Crack
U-CqsiHbQP0,Singing;Opera
U-W0wDi1eGk,"Dial tone;Speech;Inside, small room"
U04gRVUrrHY,Mantra;Music
U0Z3SoRPbS4,Heavy metal;Music
U0qylEK2EY8,Tubular bells
U0sjbOT6hY4,Didgeridoo;Music
U0xhbrULfNY,Bell;Music
U1D0xvkUOFs,Speech;Children playing
U1FtQ84KqUA,Rattle
U1K8NlsMDS8,Dial tone;Train;Vehicle;Speech
U1PZW6u-Akg,Crushing
U1aRJZpHI9M,Cash register;Typewriter
U1gnC2XJKtk,"Music;Skidding;Vehicle;Speech;Tire squeal;Race car, auto racing"
U1lGvOiIqeQ,"Music;Crunch;Speech;Inside, large room or hall"
U1zC0alMIME,Mechanical fan;Speech
U2-HHqYVBLg,Music;Sonar
U2TLtRu6Hqk,Music;Independent music
U2XYjGtz81w,Gong
U2b2Ga5rEOM,"Electric shaver, electric razor"
U2qaDIULgew,Music of Africa;Music
U2rJldz71T4,Hammer
U2uvBP-EPhE,"Slam;Speech;Inside, small room"
U2yh9pjnuTQ,Music;Mouse;Speech
U3L_PF9GSGk,Music;Rock and roll
U3TpCc2zHrI,"Singing;Heavy metal;Music;Angry music;Inside, large room or hall"
U3USe4DbS8s,Clicking;Speech
U3XtkiZqQfU,Pig;Dog;Animal
U3iAuSscETU,Zither;Pizzicato
U3kMEKCTwuE,Doorbell
U448QE-yQFw,Insect;Cricket
U4L5ShOrdGA,Swing music
U4ObL6nuLTE,Throat clearing
U4ke4e8hwGc,White noise
U50ZAALPGeQ,Gurgling
U5PYzGgHx14,Clang
U5WDJVVrRMM,"Burping, eructation;Speech"
U5dlogM7k9g,Fire
U5otMP8NDrY,"Harmonica;Wind instrument, woodwind instrument"
U6yykRNfN84,"Walk, footsteps;Speech"
U6zChiuOZjE,"Crying, sobbing;Music;Speech"
U7GdoSpUb7Y,Finger snapping;Speech
U7ISOiPfMdQ,Echo;Music
U7Otog_CH_s,Vacuum cleaner
U7_IlUYZKa0,Glass;Breaking
U7pc2A42FFI,"Chink, clink;Speech;Outside, rural or natural"
U8-jaLo_OO4,Music;Shatter;Speech
U8LD8plApXw,Music;Rock and roll
U8LvZzg_ruc,Rain;Raindrop;Rain on surface
U8Pr56qG90o,"Crying, sobbing;Speech;Inside, public space"
U8RvkY0FwbE,Organ;Hammond organ
U8rtQKlHDD0,Music;Buzz;Speech
U8wU3xFj3TA,Wind;Ship
U8yqYlErUz8,Music;Musical instrument;Ukulele;Speech;Plucked string instrument
U9BnVvUcWbs,Music;Pig;Speech
U9G3ZlU9H2M,Environmental noise
U9NcsYB0p6E,Idling;Vehicle
U9fD26xPuiw,Hum;Static
UAFLFtJj5Mc,"Female speech, woman speaking;Speech"
UAFv1wimXGA,Flap;Tire squeal
UAO2ll9Gzlg,Creak
UAhdi5Qu5IY,Music;Tick-tock;Speech
UAiQm3t4Hzo,Music;Speech;Soundtrack music
UBAn4NNZgvg,Singing;Gospel music;Christian music;Jingle (music);Music;Choir
UBauecpDnWE,Single-lens reflex camera
UC3dX1CV2LY,Grunt;Speech
UC4-ZQoRxAA,Conversation;Speech
UCBocxMCdck,Electronic music;Music;Pulse
UCLfvzzhC9E,Conversation;Speech
UCQlK6cYyPk,"Boat, Water vehicle;Splash, splatter;Vehicle;Speech"
UC_XpUcIQ_8,Music;Psychedelic rock;Rock music;Roll;Rock and roll
UCuylpOa2IE,"Boat, Water vehicle;Motorboat, speedboat;Wind;Wind noise (microphone)"
UDLksci_WiA,Caw;Animal
UDS6PrY9ZIM,Christian music
UDTsCTLkZzc,Scratching (performance technique);Electronic music;House music;Music
UDl0qggDcJA,Tubular bells
UE4-lSeLvKQ,String section
UEIkniwKKe0,Firecracker;Fireworks
UEOUXjX5R2I,Afrobeat;Music of Africa;Disco;Music;Dance music
UERlIU9ODwM,Grunge
UEel3wTf0Sk,Music;Independent music
UEfiV4MxiDk,Plop
UEwAPNeOIEs,Reverberation
UEyYtI-dlkY,Music;Slam;Speech
UF9tmT1Cqg8,"Tearing;Inside, small room"
UFAGCTDB7EY,"Gunshot, gunfire;Artillery fire"
UFGtNyE9nL0,"Speech;Baby cry, infant cry"
UFU0cBUhLL0,Crowd;Battle cry
UFdK_P8BQLQ,Chime
UFnWoJ2Mu1M,Sniff;Speech
UFrUDQLfja0,Stomach rumble
UFsLwpBS7U0,"Music;Children playing;Outside, urban or manmade"
UFyY6ScEdFM,"Sink (filling or washing);Water tap, faucet;Water"
UG5G3DEZkHY,Clock
UG9I752Mmdk,Music;Soundtrack music
UGT87Wom-nI,Brass instrument;Trombone;Trumpet
UGUHMtvHhYI,Rain;Thunderstorm;Thunder
UGhkOEEIRBE,Singing;Music;Wedding music
UGnEgAVAVIk,"Wild animals;Roar;Roaring cats (lions, tigers);Animal"
UGtYWC-ddF4,Music;Opera
UHBHCsrqYMw,Tick-tock
UHYBH0Vn-2Y,Whale vocalization;Music;Speech
UHvYrO1IGCc,Reverberation;Guitar;Music;Musical instrument;Speech;Plucked string instrument;Distortion
UJA5AWbt6HM,Music;Music of Latin America;Salsa music
UJI6rtlsuEQ,Music;Opera
UJM-Sxi5RT4,Turkey;Fowl;Gobble
UJNZDeXDFD4,Pant
UJd8EN5-gIw,Banjo;Guitar;Music;Mandolin;Musical instrument;Bluegrass
UJhkfNjFxRM,"Music;Speech;Children playing;Inside, small room"
UJqnJ6fr394,Blender
UJxAKoY0gRM,Clarinet
UK5KeNr1eWE,Speech;Throat clearing
UK5uZcHl1-o,Jingle bell
UKMMD3z4qX4,"Boat, Water vehicle;Wind;Ship;Wind noise (microphone)"
UKZB1Rv9aAk,Music;Eruption;Speech
UK_cUoPu2KY,Music;Squish
UKuy5Xm1RyM,Microwave oven
UKuyjUkLSi4,Zither;Pizzicato
UL2_25FLwH0,Scissors;Speech
UL7tkfWe9Bc,Train wheels squealing
ULFhHR0OLSE,Car alarm;Thunder
ULHPhjaJ6p0,Harpsichord;Keyboard (musical)
ULS3ffQkCW4,Car alarm
ULW0iSZ7kpc,"Boat, Water vehicle;Rowboat, canoe, kayak"
ULXbXpLcoVA,Disco;Electronic music;Music;Techno
UM2-bKcMgHQ,Motorcycle;Idling;Vehicle
UMG69WewbBA,Stir
UMUdFohRD4w,Squawk
UMc5BMRVqP8,Quack;Speech
UMfMC4FMZGc,Silence;Sidetone
UMh6Cswk3-k,Singing;Music;Musical instrument;Rattle (instrument);Plucked string instrument
UMqR7-ja_iI,Clapping
UMs2uABOoEo,Engine;Vehicle;Noise
UMuVPp2pdyE,Snake;Hiss
UN84r_4GTdQ,"Gunshot, gunfire;Artillery fire"
UND4T1H27cg,Clatter
UNERF2UwHXk,Ambulance (siren);Emergency vehicle;Siren;Police car (siren)
UNLvi9LBwbg,Music;Synthetic singing
UNYiAUNKBJM,Slosh;Speech
UNrKhBGwJuA,"Dental drill, dentist's drill;Speech"
UO9HtZMrbBE,Disco;Drum and bass;House music;Music;Techno;Trance music;Dance music
UOC4VWQpnDM,Disco;Music
UOJMIlIQXJM,Tambourine
UOSl9vrp0Vs,Rain;Raindrop
UOVDKBSFzt8,"Jingle, tinkle"
UOoOSi53IHo,"Dishes, pots, and pans"
UPCGOHjBuNU,Zither;Pizzicato
UPDrFoShuxY,Printer;Speech
UPKt0662Tq0,Coin (dropping)
UPMMnY_7Ywc,Bus;Vehicle
UPPHkyd7lwE,Music;Theremin
UPYdnwApsik,Fart
UPgrkkQl_F8,Chainsaw
UPnTCf2QMtE,"Beatboxing;Music;Inside, large room or hall"
UPohyk3ynFk,Car passing by
UPxI8Ajdugg,Zither;Pizzicato
UQ9E3EjF7PY,Christmas music
UQD2Tbcr4QA,"Music;Ping;Speech;Inside, large room or hall"
UQEX8q4GlIY,Whir
UQOaEgssB3U,Brass instrument;Saxophone;Trombone;Trumpet
UQtbZNMp1nY,Vibration;Engine;Wood;Speech;Medium engine (mid frequency)
UR1r6NCeoaM,Afrobeat
UR3k09hOxI4,Wood block;Percussion
URM1QgX5Ar4,Reverberation;Guitar;Musical instrument;Plucked string instrument
URgdMJr9mfw,Sigh
URppqKbIZjk,Babbling
URxsjJi1IL4,Telephone
US0al0-ySG4,Squish
US2BlHKCkGo,Insect;Cricket
US3ZL2zhXgI,Guitar;Music;Musical instrument;Ukulele;Speech;Plucked string instrument
USHLC03XQIw,Conversation
USQlmruDVMk,Shuffling cards;Speech
USScKG2usYc,Gears;Mechanisms
USfSQDfMj6w,"Marimba, xylophone;Glockenspiel;Mallet percussion"
USjhtEAhv4w,"Electric shaver, electric razor;Music;Speech;Inside, small room"
UT-7S6D4MxI,Keys jangling
UT02JO7-Ns8,Hiccup;Speech
UT05UUIBDDk,Door
UT1DHwWovVE,Music;Giggle
UTFiFW4LnXo,Beatboxing;Music
UTHOXn8KPgw,Music;Rumble;Speech
UTIn_kK8G-M,Sigh
UTJZzX8tOy4,Typing
UTNQTBRswyo,"Hubbub, speech noise, speech babble;Speech"
UTWAYyvph1k,Boing
UTe0kjf8j4o,Conversation
UU0Q1HqpAFQ,Whispering
UUKpAJzDFmk,Toilet flush;Water
UUX01RP7iTQ,Speech;Breathing
UUhTmQ2iHJc,Fowl;Honk;Goose
UV3MYBuhI8o,Stomach rumble
UV90mG6wLBA,Crowd;Cheering;Children shouting
UVKJiXz6iLE,"Goat;Sheep;Speech;Livestock, farm animals, working animals;Animal"
UVY68vFiApA,Singing;Music;Music for children
UVqutcRMGI0,Music;Salsa music
UW6o-IQoT5A,Music;Whimper;Speech
UW84Is6AD-Q,"Railroad car, train wagon;Rail transport;Train;Train wheels squealing"
UWCOQnRLwQQ,Music;Ukulele
UWK7tH9GNSg,"Female speech, woman speaking;Speech"
UWhiJ0T9_sI,Drip;Speech
UWpne-_bVsk,Steam;Hiss
UX3FMrhbvRM,"Heart sounds, heartbeat"
UXDzDV_f1jw,Music;Theremin
UXagJn6coaQ,Arrow
UXbSzT0H4Ro,"Bee, wasp, etc.;Insect;Fly, housefly"
UXcO6sb2cOI,Music of Bollywood
UXeVtjuWHMA,Whispering;Speech
UXuLI7GBR8g,"Sink (filling or washing);Water tap, faucet;Water"
UY2_Q830lqo,"Brass instrument;Clarinet;Wind instrument, woodwind instrument;Flute"
UY8bCqMEsfg,"Marimba, xylophone;Glockenspiel;Mallet percussion"
UYDOaSk32-8,Hair dryer
UYjj-TjrFi0,Change ringing (campanology)
UYux2906iMw,"Cattle, bovinae;Moo;Livestock, farm animals, working animals"
UYycVMDoAU4,Pour;Speech
UZHiZS84aJs,Speech;Breathing
UZYDN3DBkAk,Crowd;Cheering;Children shouting
UZa8hjP92GM,Cough;Speech
UZorVC0a2ko,Basketball bounce;Bouncing
UZriZzZQUbs,"Walk, footsteps;Speech"
UZx7OAgRMRY,"Railroad car, train wagon;Train horn;Rail transport;Train;Clickety-clack"
U_5ZaPrWcbM,"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove"
U_Q3m9ikNkw,Music;Grunge
U_pRYpFLU_w,Singing;House music;Song;Dance music
Ua6m1J4qAv0,Toothbrush;Music
UaHzy-1v4kI,Music;Funny music
UaM_YYfMUu0,"Toilet flush;Liquid;Speech;Outside, urban or manmade"
Uasalon_BRs,Music;Synthesizer
Uay26ZkbyXY,Scrape
UayAZkNfGUY,Music;Roll;Rock and roll
UbQED_SgLCM,Bouncing;Speech
UbiVRAl9pLo,Organ;Hammond organ;Electronic organ
Ubj0jlheyvk,Organ;Electric piano;Electronic organ;Keyboard (musical);Piano
UbkUtLiMNSI,Car alarm;Emergency vehicle;Siren;Police car (siren)
Ubn-sG8kzoM,Speech;Oink
Uc6w5luF8yE,"Speech;Child speech, kid speaking;Children playing"
Uc_1PzGr5xw,Banjo;Music;Musical instrument;Speech;Plucked string instrument
UcpzMSgZobQ,Hoot;Owl
UcxIA9dQJpU,Stir;Frying (food)
UdHE4bp0N5g,Pour;Speech
UdY8WXNiuzw,Screaming;Speech
UdbJAj2Hkes,Zipper (clothing);Speech
UdefMlo9TA0,Vehicle;Microwave oven
UdkBgE8tFRI,Timpani
Udm9wFo3ijQ,Sampler;Music
UdvkeK9H0-0,Wind chime;Chime
Ue8tRqk8Xlg,"Heart sounds, heartbeat;Heart murmur"
UeCh3IkblQ8,Yip;Speech
UeUVINFMdQQ,Engine;Vehicle;Speech;Car;Engine starting
UeVlnrUvc6c,Wedding music
UeYmnV-B8so,New-age music;Music
UedlY9Ijhsc,"Crying, sobbing;Speech;Inside, small room"
Uee5rSrKryQ,"Heart sounds, heartbeat;Throbbing;Hum"
UelMinLIWSA,"Engine;Vehicle;Outside, urban or manmade;Engine starting"
Uf1mBIyIP5U,"Propeller, airscrew;Vehicle;Speech;Aircraft"
Uf9tBIOP9Ws,Waterfall
UfEGX0rNOvA,Music;Rhythm and blues
Ufw0P-xOrng,"Music;Speech;Fireworks;Child speech, kid speaking"
Ug-FXCG4XIU,Mains hum
Ug9_JfcBVt8,"Fowl;Crowing, cock-a-doodle-doo;Chicken, rooster"
UgELN-YLUNk,"Speech;Traffic noise, roadway noise"
Ugny6afDzMQ,Throbbing;Hum
UhANSJnLXNs,Engine;Idling;Water
UhXKXjckLyY,"Whimper;Speech;Baby cry, infant cry"
UhYnPJw1oT8,"Smoke detector, smoke alarm;Speech"
UhaLzBcz-Mk,Music;Lullaby
UhwF_oZh1FQ,Rustling leaves
UhxtRJ-K-yI,"Wail, moan;Speech"
Ui3KoDIhnSA,Jet engine;Music
Ui7cpdCF6iw,"Splash, splatter;Speech;Stream;Child speech, kid speaking"
UiFvEkj9Rv8,Thunk;Speech
UiSJ6QWHMtw,Scrape;Speech
UiZpNJKHREs,Vibration
Uia-lL1fWYA,Chopping (food)
UicMvYZLuVM,Bellow;Speech
Uihmc78LdiQ,Timpani
UiiYMspxfhU,Music;Sad music
UikrYQmCYf0,Glass;Slam;Speech
UinQGYfmZhE,Music;Choir
